date,asof_date,ticker,action,action_expected,triggered_rule,flag_mismatch,rule_thresholds,drawdown_20d,drawdown_60d,var_95,cvar_95,vol_ratio,below_sma_100,below_sma_200,beta,ibov_vol_60d
2023-01-03,2023-01-02,B3SA3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.08718331368423149,0.21474360894561162,,,,True,True,,
2023-01-03,2023-01-02,BBAS3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.06467949839522047,0.255595387324106,,,,True,True,,
2023-01-03,2023-01-02,BBDC4.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.027044845088313063,0.31106958873785906,,,,True,True,,
2023-01-03,2023-01-02,BEEF3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.020061745996646674,0.16282137472686375,,,,True,True,,
2023-01-03,2023-01-02,BPAC11.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0865306464993224,0.23903436664805366,,,,True,True,,
2023-01-03,2023-01-02,COGN3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.06818186005284876,0.38066465626739066,,,,True,True,,
2023-01-05,2023-01-04,CMIG4.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.04770325354844995,0.09106243320912222,0.032064292148200495,0.04661415046616349,1.1368342516020629,True,True,,
2023-01-05,2023-01-04,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.0398505482672763,0.1178488710955492,0.029103929416345334,0.03844290581276734,1.6356395777769903,False,False,,
2023-01-06,2023-01-05,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.032869819158016456,0.1247138718923202,0.029103929416345334,0.03844290581276734,1.6344897154968505,False,False,,
2023-01-09,2023-01-06,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.04677639011289014,0.1372997976419944,0.029103929416345334,0.03844290581276734,1.6356250348189896,False,False,,
2023-01-09,2023-01-06,ELET3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.05070615180234517,0.2049641217253113,0.035503748058062196,0.04572142182769705,1.1058474782774699,True,True,,
2023-01-09,2023-01-06,EQTL3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.061583579354843265,0.14836996840321304,0.025379928928419865,0.03496016377108588,1.0714674762112697,True,False,,
2023-01-09,2023-01-06,GGBR4.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.03622499058207973,0.039277798124239705,0.04042538029446882,0.04961795141358302,0.9437499982499857,False,False,,
2023-01-09,2023-01-06,ITSA4.SA,BUY,BUY,WEEKLY_BUY,False,,0.011655027145346275,0.14264705521280496,0.023633262480850764,0.03050704787157667,1.1493528973842042,True,True,,
2023-01-09,2023-01-06,ITUB4.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0,0.1877012042567454,0.023084796667854797,0.03372557421428719,1.177157717854231,True,True,,
2023-01-09,2023-01-06,LREN3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.11380261809750436,0.37249192441521517,0.04290167325022534,0.05763670683951172,1.167449100940283,True,True,,
2023-01-09,2023-01-06,MGLU3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.021276575743082393,0.46615086651522386,0.07813340882897221,0.09607495250635238,1.019374729861493,True,True,,
2023-01-10,2023-01-09,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.05562586172120232,0.14530887428263328,0.029103929416345334,0.03844290581276734,1.6351830262489264,False,False,,
2023-01-10,2023-01-09,ELET3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0437601169192825,0.19914680082486824,0.035503748058062196,0.04572142182769705,1.1062676210752513,True,True,,
2023-01-10,2023-01-09,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.0487536640725762,0.13672658608717325,0.025379928928419865,0.03496016377108588,1.0734758522362782,True,False,,
2023-01-10,2023-01-09,GGBR4.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.009916789257753411,0.019638899062119908,0.04042538029446882,0.04961795141358302,0.9468791767488393,False,False,,
2023-01-10,2023-01-09,ITUB4.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0,0.1819059407378526,0.023084796667854797,0.03372557421428719,1.181490810183668,True,True,,
2023-01-10,2023-01-09,LREN3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.11151735641480875,0.3708737519967441,0.04290167325022534,0.05763670683951172,1.1727929230891774,True,True,,
2023-01-10,2023-01-09,MGLU3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0,0.4247967267380335,0.07813340882897221,0.09607495250635238,1.021791005598744,True,True,,
2023-01-10,2023-01-09,PETR3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.05478017108105404,0.34817133644279497,0.05094160277751041,0.08208919428580473,1.1805395497612154,True,True,,
2023-01-11,2023-01-10,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.059418595781489336,0.14874142925437517,0.029103929416345334,0.03844290581276734,1.6233926100887008,False,False,,
2023-01-11,2023-01-10,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.04032256088704245,0.12907520604487233,0.025379928928419865,0.03496016377108588,1.0413028796210013,True,False,,
2023-01-12,2023-01-11,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.01517075534188006,0.10869560946432977,0.029103929416345334,0.03844290581276734,1.624472498313834,False,False,,
2023-01-12,2023-01-11,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.0,0.08982043231783754,0.025379928928419865,0.03496016377108588,1.0824465962353726,False,False,,
2023-01-13,2023-01-12,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.02275610286294194,0.11556061026110076,0.029103929416345334,0.03844290581276734,1.6185296133047262,False,False,,
2023-01-13,2023-01-12,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.0,0.08349967734914787,0.025379928928419865,0.03496016377108588,1.0839408253877654,False,False,,
2023-01-16,2023-01-13,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.0164350000286424,0.10983979445491043,0.029103929416345334,0.03844290581276734,1.6176848876270333,False,False,,
2023-01-16,2023-01-13,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.017059948294407157,0.09913512546537895,0.025379928928419865,0.03496016377108588,1.086084390284451,False,False,,
2023-01-16,2023-01-13,PETR4.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.02189494928480118,0.34862145016743407,0.052604007096697214,0.0850904056610778,1.1951367425828263,True,True,,
2023-01-16,2023-01-13,PRIO3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.017610082086527146,0.017610082086527146,0.04935343486982761,0.06305655972287344,0.9232956559782518,False,False,,
2023-01-16,2023-01-13,RADL3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.011948933340536705,0.09441089972649253,0.03142395393752289,0.04213488135377044,1.104809790128938,False,False,,
2023-01-16,2023-01-13,RAIL3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.04073100756316039,0.17027997535436712,0.03839313470284271,0.05332092875664167,1.124755376155104,True,False,,
2023-01-16,2023-01-13,RDOR3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.13000332003594373,0.2113942896438571,0.043569867792374435,0.05528518751471607,1.1780141697655149,True,True,,
2023-01-17,2023-01-16,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.02654883692322907,0.11899316523284265,0.029103929416345334,0.03844290581276734,1.6144755114444358,False,False,,
2023-01-17,2023-01-16,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.026134350532533768,0.10745181804448556,0.025379928928419865,0.03496016377108588,1.0860836794487858,False,False,,
2023-01-17,2023-01-16,PETR4.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.04299362609969615,0.3626723187290708,0.052604007096697214,0.0850904056610778,1.1836359948747646,True,True,,
2023-01-17,2023-01-16,PRIO3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.017106925916371862,0.017106925916371862,0.04935343486982761,0.06305655972287344,0.9127430312125905,False,False,,
2023-01-17,2023-01-16,RADL3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.007828563586942394,0.09063441279797058,0.030077497062392128,0.04062623401856487,1.1193114525828407,False,False,,
2023-01-17,2023-01-16,RAIL3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.04438644378077339,0.1734417460907105,0.03839313470284271,0.05332092875664167,1.1219735319968425,True,False,,
2023-01-17,2023-01-16,RDOR3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.13562687540703877,0.2164917434391207,0.043569867792374435,0.05528518751471607,1.1775121984590706,True,True,,
2023-01-17,2023-01-16,RENT3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.039320786462244905,0.26865501346831044,0.03694589410733028,0.04810368254740908,1.183606229900049,True,True,,
2023-01-18,2023-01-17,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.02654883692322907,0.11899316523284265,0.029103929416345334,0.03844290581276734,1.615853527585695,False,False,,
2023-01-18,2023-01-17,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.026497348802590914,0.10778450607611456,0.025379928928419865,0.03496016377108588,1.086064656833394,False,False,,
2023-01-19,2023-01-18,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.02149191847593568,0.1144164798438766,0.029103929416345334,0.03844290581276734,1.6112452811517823,False,False,,
2023-01-19,2023-01-18,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.004718769568254566,0.08782443118096817,0.025379928928419865,0.03496016377108588,1.0946243393561812,False,False,,
2023-01-20,2023-01-19,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.01264226596835527,0.10640723948316844,0.029103929416345334,0.03844290581276734,1.5935954793086253,False,False,,
2023-01-20,2023-01-19,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.00580762575010052,0.08882236822295042,0.025379928928419865,0.03496016377108588,1.0927427441131128,False,False,,
2023-01-23,2023-01-20,CPLE6.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.02275610286294194,0.11556061026110076,0.029103929416345334,0.03844290581276734,1.5957727310809255,False,False,,
2023-01-23,2023-01-20,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.020326724782433248,0.10212912717068301,0.025379928928419865,0.03496016377108588,1.0977446498375603,False,False,,
2023-01-23,2023-01-20,ABEV3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.07455541457729686,0.19175627730206102,0.023063910086875212,0.03678465820586269,1.065608302567242,True,True,,
2023-01-23,2023-01-20,B3SA3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.05055757331929789,0.18141024708356013,0.03950688793945687,0.0558160362426302,1.2795156569058377,True,False,,
2023-01-23,2023-01-20,BBAS3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0,0.0,0.0335743846978566,0.04716249296155631,1.1079907401039377,False,False,,
2023-01-23,2023-01-20,BBDC4.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.04740256885188132,0.2653980680668472,0.02901375400682088,0.050936549201121235,1.4573452134656804,True,True,,
2023-01-23,2023-01-20,BEEF3.SA,BUY,BUY,WEEKLY_BUY,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0,0.0,0.03585776571278851,0.0535292827538428,1.1522511577899144,False,False,,
2023-01-24,2023-01-23,EQTL3.SA,SELL,REDUCE,SOFT_STOP,False,"{""any_of"": [{""metric"": ""drawdown_20d"", ""op"": "">="", ""value"": 0.08}, {""metric"": ""var_95_1d_252d"", ""op"": "">="", ""value"": 0.025}], ""action"": ""REDUCE""}",0.020326724782433248,0.10212912717068301,0.025379928928419865,0.03496016377108588,1.0863909143025428,False,False,,
2023-01-24,2023-01-23,ABEV3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.07766323708782341,0.19832734409902897,0.023063910086875212,0.03678465820586269,1.0603150913884976,True,True,,
2023-01-24,2023-01-23,B3SA3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.059479568927857995,0.18910260838477777,0.03950688793945687,0.0558160362426302,1.2814707038696724,True,False,,
2023-01-24,2023-01-23,BBAS3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.007486878945479392,0.007486878945479392,0.0335743846978566,0.04716249296155631,1.086914261592201,False,False,,
2023-01-24,2023-01-23,BBDC4.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.0876623026776574,0.2964446332584879,0.02949014417467196,0.05193248028654483,1.4448722360752926,True,True,,
2023-01-24,2023-01-23,BEEF3.SA,SELL,ZERO,HARD_STOP,False,"{""any_of"": [{""metric"": ""drawdown_60d"", ""op"": "">="", ""value"": 0.15}, {""metric"": ""cvar_95_1d_252d"", ""op"": "">="", ""value"": 0.04}], ""action"": ""ZERO""}",0.03546100468204283,0.03546100468204283,0.03585776571278851,0.0535292827538428,1.153354717848357,False,False,,
